nada,caption,rating,caption_cleaned
7567,"Me he acercado  esta mañana sobre las 11.30,con mis padres(matrimonio de 80 años), los asesores estaba uno de ellos ocupado con un cliente y el otro asesor (un chico joven) estaba con el ordenador.Nos esperamos porque no queriamos molestar y esperamos a que él nos pregunte. 15 min después entra un hombre y se va directamente hacia ese asesor y al verle  le dice ""hombre, tú por aqui"" . Me acerco para preguntarle si a mi no me puede atender y con muy mala educación me responde que va por cita y que es su cliente,y que si yo lo soy. A esa pregunta le respondo que en cuanto se entra por la puerta de una oficina o se es clinte o se puede ser un futuro cliente. Siguiente pregunta que me hace.. ¿Tiene asesor? Le respondo que sí, que en la oficina de abajo y me dice que me vaya abajo o que pida cita, que para eso lo pone en la puerta. ¿De verdad que  sin cita no somos capaces de responder una pregunta? El otro cliente se presentó sin cita según deduje por el ""hombre, tú por aqui"", y nosotros 15 min esperando y no es capaz de decir un ""hola, ¿les ayudo en algo?"" . Al final me fui directamente al director del banco y fue él quien me atendió... Fueron 5 min, solo habia q escanear un dni. Estamos perdiendo la educación y las buenas maneras, pónganse las pilas porque a la proxima me llevo las cuentas a cualquier otro sitio. Gracias.",1.0,acerc mañan 11 30 padr matrimoni 80 años asesor ocup client asesor chic jov orden esper queri molest esper pregunt 15 min despues entra hombr va direct haci asesor verl dic hombr aqui acerc pregunt si pued atend mal educ respond va cit client si pregunt respond cuant entra puert oficin clint pued ser futur client siguient pregunt hac ¿tien asesor respond oficin abaj dic vay abaj pid cit pon puert ¿de verd cit capac respond pregunt client present cit segun deduj hombr aqui 15 min esper capaz dec hol ¿les ayud final direct director banc atend 5 min sol habi q escan dni perd educ buen maner pongans pil proxim llev cuent cualqui siti graci
7570,"Es una falta de respeto, espere 40 minutos para hacer una apertura de cuenta y cuando me atienden, me dicen que no que muy tarde y que ya iban a cerrar",1.0,falt respet esper 40 minut hac apertur cuent atiend dic tard iban cerr
7572,El personal es muy agradable siempre intentan ayudarte en todo lo que pueden. Son bastante rápidos aunque suele llenarse muy rápido.,4.0,personal agrad siempr intent ayudart pued bastant rap aunqu suel llen rap
7574,"Si tienes suerte y te atiende una Gestora, saldrás con un resultado positivo en tus operaciones o papeleo a realizar pero sino te toca ella.  .... Nunca vi una oficina del bbva con una Atencion al Cliente tan mala Es muy desagradable ir a hacer cualquier gestión No recomiendo esta Oficina Si no tienes Cita online te tratan fatal, malas caras, malas. Yo no tengo gestor online,por tanto no me dan cita online. Y el teléfono prácticamente no lo cogen. Así que cualquier gestión te lleva días y días.... Tienen malas maneras y realmente mejor no ir",1.0,si suert atiend gestor saldras result posit oper papele realiz sin toc nunc vi oficin bbva atencion client tan mal desagrad ir hac cualqui gestion recom oficin si cit onlin trat fatal mal car mal gestor onlin dan cit onlin telefon practic cog asi cualqui gestion llev dias dias mal maner realment mejor ir
7575,"No hemos recibido buen trato por parte de esta sucursal, nos han invitado a dejar de ser clientes y así haremos Para más facilidades a sus clientes la oficina está cerrada “temporalmente” y el cajero totalmente desatendido. Una vergüenza de banco.",1.0,recib buen trat part sucursal invit dej ser client asi har facil client oficin cerr “temporalmente” cajer total desatend vergüenz banc
7576,Está temporalmente cerrada aunque en internet dice que está abierta.,1.0,temporal cerr aunqu internet dic abiert
7577,"Desde que esta Jorge como director ha mejorado todo una barbaridad. Jose María ( la persona que está en caja) , un 10 también.",5.0,jorg director mejor barbar jos mar person caj 10
7578,Haz el favor y vete a puerta toledo,1.0,haz favor vet puert toled
7579,"A 04/10/2018 Expongo; Siendo cliente desde hace años y por una falta de pago por unos días el nuevo responsable de sucursal tiene la cara dura de no pasar algo tan importante como el móvil.Eso sí,adaptar la sucursal para personas con movilidad reducida,personas mayores que van con sus carritos de compra,madres con sus carritos de bebés es casi imposible subir esos tamaños de escalones y a la vez empujar esa puerta que ni siquiera les ponen los rodamientos correspondientes para que la puerta no pese,es casi imposible.Es una falta de atención al cliente brutal cuando es una de las mayores empresas de España y del mundo. Gracias. Luis Filgueira",1.0,04 10 2018 expong siend client hac años falt pag dias nuev respons sucursal car dur pas tan import movil adapt sucursal person movil reduc person mayor van carrit compr madr carrit bebes casi impos sub tamañ escalon vez empuj puert siqu pon rodamient correspondient puert pes casi impos falt atencion client brutal mayor empres españ mund graci luis filgueir
7583,"Es peor filial que he visto, de un trabajador huele mucho de tabacos. Dice que van a llamar, pero hasta ahora esperamos, no son tan competentes que parece",1.0,peor filial vist trabaj huel tabac dic van llam ahor esper tan competent parec
7585,EXCELENTE TRATO. TANTO CAJERO COMO DIRECTOR,5.0,excelent trat cajer director
7587,El trato del personal es de 10. Están atentos en todo momento a sus clientes y te ayudan en todo.,5.0,trat personal 10 atent moment client ayud
7588,BBVA pequeño y no accesible para personas en sillas de ruedas.,3.0,bbva pequeñ acces person sill rued
7590,"Pongo una estrella porque no se pueden poner 0. Trato lamentable, personal poco profesional. Sólo saben poner trabas y encima echar la culpa al cliente, para luego darse cuenta que fue un fallo suyo y no pedir disculpas. Un banco como el BBVA a nivel nacional no debería tolerar tener oficinas que se comporten así con sus clientes",1.0,pong estrell pued pon 0 trat lament personal profesional sol sab pon trab encim echar culp client lueg dars cuent fall ped disculp banc bbva nivel nacional deb toler ten oficin comport asi client
7591,"Por qué atienden tan mal en esta oficina? Tengo un problema con una cuenta desde noviembre 2018, además por falta de profesionalidad de ellos. He hecho varias reclamaciones y hablado con el Director, pues no me ha hecho ni caso.La última reclamación la llevé a la Comunidad, pues les da igual, tienen una falta de atención total, mi recomendación es que nadie abra cuenta en esa oficina, mientras estén losismos responsables. Por favor q alguien superior tome cartas en el asunto. Gracias",1.0,atiend tan mal oficin problem cuent noviembr 2018 ademas falt profesional hech vari reclam habl director pues hech cas ultim reclam llev comun pues da igual falt atencion total recomend nadi abra cuent oficin mientr losism respons favor q algui superior tom cart asunt graci
7592,Una vergüenza la atención al cliente. El teléfono que consta no lo atienden a ninguna hora. Llevo tres días para solucionar una carta que me han mandado.,1.0,vergüenz atencion client telefon const atiend ningun hor llev tres dias solucion cart mand
7593,"Buen banco mi marido ha abierto una cuenta en el bbva y sin problemas con toda la documentación requerida la abrio, la chica que nos atendio super amable y maja , ofrecio un seguro muy economico, sin duda aun estamos con la cuenta activa pero dimos de baja el seguro ya que solo lo contratamos para que ese pueda abrir la cuenta y como el tiene seguridad social el seguro estaba demas.",4.0,buen banc mar abiert cuent bbva problem tod document requer abri chic atendi sup amabl maj ofreci segur econom dud aun cuent activ dim baj segur sol contrat pued abrir cuent segur social segur dem
7594,"Menuda broma, tengo que pedir un duplicado de mi tarjeta por lo que la misma queda bloqueada en la aplicación del teléfono, y cuando voy a la caja para sacar dinero me dicen a las 11:50 que ya no hacen operaciones de caja. Les pregunto qué puedo hacer y se en cojen de hombros y no me ofrecen ninguna solución. Da pena y asco.",1.0,menud brom ped duplic tarjet mism qued bloqu aplic telefon voy caj sac diner dic 1150 hac oper caj pregunt pued hac coj hombr ofrec ningun solucion da pen asco
7595,Atención al cliente horrible!!! La peor oficina de BBVA en Madrid!! 😤😤,1.0,atencion client horribl peor oficin bbva madr 😤😤
7597,"No pagan la comunidad de propietarios que les corresponde por adjudicacion del local de mi finca, y ya van tres años.",1.0,pag comun propietari correspond adjudicacion local finc van tres años
7598,"Un banco Español no se merece un 1/5... puede haber siempre una persona que te caiga mal. Pero eso no quita que sea uno de los mejores bancos de Europa. Si la relación no pasa bien , siempre está aplicación BBVA , puedes hacer de todo, pedir tarjetas gratis, invertir en bolsa y cada vez que usas tu tarjeta te envían un sms: soy mega fan de eso. Pagas y mensajito al móvil",5.0,banc español merec 1 5 pued hab siempr person caig mal quit mejor banc europ si relacion pas bien siempr aplic bbva pued hac ped tarjet gratis invert bols cad vez usas tarjet envi sms meg fan pag mensajit movil
7600,"Atención pésima. Fue para pedir información y,después de media hora, en la cual durante quince minutos no hubo nadie en el banco, sin ser atendida, me fui con un cabreo monumental.",1.0,atencion pesim ped inform despues medi hor quinc minut nadi banc ser atend cabre monumental
7601,More than one ATM could be good.,2.0,mor than one atm could be good
7602,"Vergüenza de personal, poco profesionales, soy cliente nuevo y no voy a volver a esta sucursal",1.0,vergüenz personal profesional client nuev voy volv sucursal
7603,Patético: han puesto un sistema de números para mofarse de la gente en vez de atenderla,1.0,patet puest sistem numer mof gent vez atend
7604,El cajero exterior no permite (en ocasiones) hacer ingresos mediante tarjeta,2.0,cajer exterior permit ocasion hac ingres mediant tarjet
7605,"Ayer fui a intentar abrirme cuenta en BBVA y francamente el personal en esta oficina se podría caracterizar con las palabras ""poco profesional"" y ""despreocupado"" por los clientes potenciales.",1.0,ayer intent abrirm cuent bbva franc personal oficin podr caracteriz palabr profesional despreocup client potencial
7606,"Gran atención de Esther barcenilla , preocupándose por mi y por mi negocio y solicitando un ico ,( que aún dándome un interés más alto que el Santander ) lo acepte por su trato , disposición y atención ,es una  gran profesional, ( atenta , cercana y muy accesible que te atiende incluso fuera de su horario de trabajo ) que espero y deseo que BBVA no cometa la torpeza de trasladarla ( lo hacen habitualmente) y BBVA debe saber que son este tipos de gerentes los que te hacen fidelizarte a un banco , son este tipo de directoras eficientes y resolutivas las que hacen su labor tan bien y te generan confianza y seguridad",5.0,gran atencion esther barcenill preocup negoci solicit ico aun dandom interes alto santand acept trat disposicion atencion gran profesional atent cercan acces atiend inclus horari trabaj esper dese bbva comet torpez traslad hac habitual bbva deb sab tip gerent hac fidelizart banc tip director eficient resolut hac labor tan bien gener confianz segur
